机柜	节点号	端口	IP地址	备注1
C3-05	2.1	3	10.133.82.29	第二批交付
C3-05	2.2	4	10.133.82.30	第二批交付
C3-05	3.1	5	10.133.82.31	第二批交付
C3-05	3.2	6	10.133.82.32	第二批交付
C3-05	4.1	7	10.133.82.33	第二批交付
C3-05	4.2	8	10.133.82.34	第二批交付
C3-05	5.1	9	10.133.82.35	第二批交付
C3-05	5.2	10	10.133.82.36	第二批交付
C3-05	6.1	11	10.133.82.37	对端已交
C3-05	6.2	12	10.133.82.38	第二批交付
C3-05	7.1	13	10.133.82.39	2021.02.08退还
C3-05	7.2	14	10.133.82.40	第二批交付
C3-05	8.1	15	10.133.82.41	第二批交付
C3-05	8.2	16	10.133.82.42	第二批交付
C3-05	9.1	17	10.133.82.43	第二批交付
C3-05	9.2	18	10.133.82.44	第二批交付
C3-05	10.1	19	10.133.82.45	第二批交付
C3-05	10.2	20	10.133.82.46	第二批交付
C3-05	11.1	21	10.133.82.47	第二批交付
C3-05	11.2	22	10.133.82.48	第二批交付
C3-05	12.1	23	10.133.82.49	第二批交付
C3-05	12.2	24	10.133.82.50	第二批交付
C3-05	13.1	25	10.133.82.51	第二批交付
C3-05	13.2	26	10.133.82.52	第二批交付
C3-05	14.1	27	10.133.82.53	第二批交付
C3-05	14.2	28	10.133.82.54	第二批交付
C3-05	15.1	29	10.133.82.55	第二批交付
C3-05	15.2	30	10.133.82.56	第二批交付
C3-05	16.1	31	10.133.82.57	2021.02.08退还
C3-05	16.2	32	10.133.82.58	第二批交付
C3-05	17.1	33	10.133.82.59	第二批交付
C3-05	17.2	34	10.133.82.60	第二批交付
C3-05	18.1	35	10.133.82.61	第二批交付
C3-05	18.2	36	10.133.82.62	2021.02.08退还
C3-05	19.1	37	10.133.82.63	第二批交付
C3-05	19.2	38	10.133.82.64	第二批交付
C3-05	20.1	39	10.133.82.65	第二批交付
C3-05	20.2	40	10.133.82.66	第二批交付
C3-07	21.1	1	10.133.82.67	2021.02.08退还
C3-07	21.2	2	10.133.82.68	2021.02.08退还
C3-07	22.1	3	10.133.82.69	第二批交付
C3-07	22.2	4	10.133.82.70	第二批交付
C3-07	23.1	5	10.133.82.71	第二批交付
C3-07	23.2	6	10.133.82.72	第二批交付
C3-07	24.1	7	10.133.82.73	第二批交付
C3-07	24.2	8	10.133.82.74	第二批交付
C3-07	25.1	9	10.133.82.75	第二批交付
C3-07	25.2	10	10.133.82.76	第二批交付
C3-07	26.1	11	10.133.82.77	第二批交付
C3-07	26.2	12	10.133.82.78	第二批交付
C3-07	27.1	13	10.133.82.79	2021.02.08退还
C3-07	27.2	14	10.133.82.80	第二批交付
C3-07	28.1	15	10.133.82.81	第二批交付
C3-07	28.2	16	10.133.82.82	第二批交付
C3-07	29.1	17	10.133.82.83	第二批交付
C3-07	29.2	18	10.133.82.84	第二批交付
C3-07	30.1	19	10.133.82.85	第二批交付
C3-07	30.2	20	10.133.82.86	第二批交付
C3-07	31.1	21	10.133.82.87	2021.02.08退还
C3-07	31.2	22	10.133.82.88	第二批交付
C3-07	32.1	23	10.133.82.89	第二批交付
C3-07	32.2	24	10.133.82.90	第二批交付
C3-07	33.1	25	10.133.82.91	第二批交付
C3-07	33.2	26	10.133.82.92	第二批交付
C3-07	34.1	27	10.133.82.93	第二批交付
C3-07	34.2	28	10.133.82.94	第二批交付
C3-07	35.1	29	10.133.82.95	第二批交付
C3-07	35.2	30	10.133.82.96	2021.02.08退还
C3-07	36.1	31	10.133.82.97	第二批交付
C3-07	36.2	32	10.133.82.98	第二批交付
C3-07	37.1	33	10.133.82.99	2021.02.08退还
C3-07	37.2	34	10.133.82.100	第二批交付
C3-07	38.1	35	10.133.82.101	第二批交付
C3-07	38.2	36	10.133.82.102	第二批交付
C3-07	39.1	37	10.133.82.103	2021.02.08退还
C3-07	39.2	38	10.133.82.104	第二批交付
C3-07	40.1	39	10.133.82.105	2021.02.08退还
C3-07	40.2	40	10.133.82.106	2021.02.08退还
C3-09	41.1	1	10.133.82.107	2021.02.08退还
C3-09	41.2	2	10.133.82.108	第二批交付
C3-09	42.1	3	10.133.82.109	第二批交付
C3-09	42.2	4	10.133.82.110	第二批交付
C3-09	43.1	5	10.133.82.111	第二批交付
C3-09	43.2	6	10.133.82.112	第二批交付
C3-09	44.1	7	10.133.82.113	第二批交付
C3-09	44.2	8	10.133.82.114	2021.02.08退还
C3-09	45.1	9	10.133.82.115	第二批交付
C3-09	45.2	10	10.133.82.116	第二批交付
C3-09	46.1	11	10.133.82.117	第二批交付
C3-09	46.2	12	10.133.82.118	第二批交付
C3-09	47.1	13	10.133.82.119	第二批交付
C3-09	47.2	14	10.133.82.120	第二批交付
C3-09	48.1	15	10.133.82.121	2021.02.08退还
C3-09	48.2	16	10.133.82.122	2021.02.08退还
C3-09	49.1	17	10.133.82.123	2021.02.08退还
C3-09	49.2	18	10.133.82.124	2021.02.08退还
C3-09	50.1	19	10.133.82.125	第二批交付
C3-09	50.2	20	10.133.82.126	2021.02.08退还
C3-09	51.1	21	10.133.82.127	第二批交付
C3-09	51.2	22	10.133.82.128	第二批交付
C3-09	52.1	23	10.133.82.129	第二批交付
C3-09	52.2	24	10.133.82.130	第二批交付
C3-09	53.1	25	10.133.82.131	第二批交付
C3-09	53.2	26	10.133.82.132	2021.02.08退还
C3-09	54.1	27	10.133.82.133	第二批交付
C3-09	54.2	28	10.133.82.134	第二批交付
C3-09	55.1	29	10.133.82.135	第二批交付
C3-09	55.2	30	10.133.82.136	第二批交付
C3-09	56.1	31	10.133.82.137	第二批交付
C3-09	56.2	32	10.133.82.138	第二批交付
C3-09	57.1	33	10.133.82.139	第二批交付
C3-09	57.2	34	10.133.82.140	第二批交付
C3-09	58.1	35	10.133.82.141	第二批交付
C3-09	58.2	36	10.133.82.142	2021.02.08退还
C3-09	59.1	37	10.133.82.143	第二批交付
C3-09	59.2	38	10.133.82.144	第二批交付
C3-09	60.1	39	10.133.82.145	2021.02.08退还
C3-09	60.2	40	10.133.82.146	2021.02.08退还
C3-11	61.1	1	10.133.82.147	第二批交付
C3-11	61.2	2	10.133.82.148	第二批交付
C3-11	62.1	3	10.133.82.149	第二批交付
C3-11	62.2	4	10.133.82.150	第二批交付
C3-11	63.1	5	10.133.82.151	第二批交付
C3-11	63.2	6	10.133.82.152	第二批交付
C3-11	64.1	7	10.133.82.153	第二批交付
C3-11	64.2	8	10.133.82.154	对端已交
C3-11	65.1	9	10.133.82.155	第二批交付
C3-11	65.2	10	10.133.82.156	第二批交付
C3-11	66.1	11	10.133.82.157	第二批交付
C3-11	66.2	12	10.133.82.158	第二批交付
C3-11	67.1	13	10.133.82.159	第二批交付
C3-11	67.2	14	10.133.82.160	第二批交付
C3-11	68.1	15	10.133.82.161	2021.02.08退还
C3-11	68.2	16	10.133.82.162	第二批交付
C3-11	69.1	17	10.133.82.163	2021.02.08退还
C3-11	69.2	18	10.133.82.164	2021.02.08退还
C3-11	70.1	19	10.133.82.165	第二批交付
C3-11	70.2	20	10.133.82.166	第二批交付
C3-11	71.1	21	10.133.82.167	第二批交付
C3-11	71.2	22	10.133.82.168	第二批交付
C3-11	72.1	23	10.133.82.169	对端已交
C3-11	72.2	24	10.133.82.170	第二批交付
C3-11	73.1	25	10.133.82.171	第二批交付
C3-11	73.2	26	10.133.82.172	对端已交
C3-11	74.1	27	10.133.82.173	第二批交付
C3-11	74.2	28	10.133.82.174	第二批交付
C3-11	75.1	29	10.133.82.175	第二批交付
C3-11	75.2	30	10.133.82.176	第二批交付
C3-11	76.1	31	10.133.82.177	第二批交付
C3-11	76.2	32	10.133.82.178	第二批交付
C3-11	77.1	33	10.133.82.179	第二批交付
C3-11	77.2	34	10.133.82.180	第二批交付
C3-11	78.1	35	10.133.82.181	第二批交付
C3-11	78.2	36	10.133.82.182	第二批交付
C3-11	79.1	37	10.133.82.183	第二批交付
C3-11	79.2	38	10.133.82.184	第二批交付
C3-11	80.1	39	10.133.82.185	第二批交付
C3-11	80.2	40	10.133.82.186	第二批交付
F3-01	1.1	1	10.133.82.187	第三批交付
F3-01	1.2	2	10.133.82.188	2021.02.08退还
F3-01	2.1	3	10.133.82.189	第三批交付
F3-01	2.2	4	10.133.82.190	第三批交付
F3-01	3.1	5	10.133.82.191	第三批交付
F3-01	3.2	6	10.133.82.192	2021.02.08退还
F3-01	4.1	7	10.133.82.193	第三批交付
F3-01	4.2	8	10.133.82.194	第三批交付
F3-01	5.1	9	10.133.82.195	2021.02.08退还
F3-01	5.2	10	10.133.82.196	第三批交付
F3-01	6.1	11	10.133.82.197	第三批交付
F3-01	6.2	12	10.133.82.198	2021.02.08退还
F3-01	7.1	13	10.133.82.199	第三批交付
F3-01	7.2	14	10.133.82.200	2021.02.08退还
F3-01	8.1	15	10.133.82.201	第三批交付
F3-01	8.2	16	10.133.82.202	第三批交付
F3-01	9.1	17	10.133.82.203	第三批交付
F3-01	9.2	18	10.133.82.204	第三批交付
F3-01	10.1	19	10.133.82.205	第三批交付
F3-01	10.2	20	10.133.82.206	第三批交付
F3-01	11.1	21	10.133.82.207	第三批交付
F3-01	11.2	22	10.133.82.208	第三批交付
F3-01	12.1	23	10.133.82.209	第三批交付
F3-01	12.2	24	10.133.82.210	2021.02.08退还
F3-01	13.1	25	10.133.82.211	第三批交付
F3-01	13.2	26	10.133.82.212	第三批交付
F3-01	14.1	27	10.133.82.213	第三批交付
F3-01	14.2	28	10.133.82.214	第三批交付
F3-01	15.1	29	10.133.82.215	第三批交付
F3-01	15.2	30	10.133.82.216	第三批交付
F3-01	16.1	31	10.133.82.217	第三批交付
F3-01	16.2	32	10.133.82.218	第三批交付
F3-01	17.1	33	10.133.82.219	第三批交付
F3-01	17.2	34	10.133.82.220	2021.02.08退还
F3-01	18.1	35	10.133.82.221	第三批交付
F3-01	18.2	36	10.133.82.222	2021.02.08退还
F3-01	19.1	37	10.133.82.223	第三批交付
F3-01	19.2	38	10.133.82.224	第三批交付
F3-01	20.1	39	10.133.82.225	第三批交付
F3-01	20.2	40	10.133.82.226	第三批交付
F3-03	21.1	1	10.133.82.227	第三批交付
F3-03	21.2	2	10.133.82.228	第三批交付
F3-03	22.1	3	10.133.82.229	第三批交付
F3-03	22.2	4	10.133.82.230	第三批交付
F3-03	23.1	5	10.133.82.231	2021.02.08退还
F3-03	23.2	6	10.133.82.232	第三批交付
F3-03	24.1	7	10.133.82.233	2021.02.08退还
F3-03	24.2	8	10.133.82.234	第三批交付
F3-03	25.1	9	10.133.82.235	第三批交付
F3-03	25.2	10	10.133.82.236	第三批交付
F3-03	26.1	11	10.133.82.237	第三批交付
F3-03	26.2	12	10.133.82.238	第三批交付
F3-03	27.1	13	10.133.82.239	2021.02.08退还
F3-03	27.2	14	10.133.82.240	第三批交付
F3-03	28.1	15	10.133.82.241	第三批交付
F3-03	28.2	16	10.133.82.242	第三批交付
F3-03	29.1	17	10.133.82.243	第三批交付
F3-03	29.2	18	10.133.82.244	第三批交付
F3-03	30.1	19	10.133.82.245	第三批交付
F3-03	30.2	20	10.133.82.246	第三批交付
F3-03	31.1	21	10.133.82.247	第三批交付
F3-03	31.2	22	10.133.82.248	第三批交付
F3-03	32.1	23	10.133.82.249	2021.02.08退还
F3-03	32.2	24	10.133.82.250	第三批交付
F3-03	33.1	25	10.133.82.251	第三批交付
F3-03	33.2	26	10.133.82.252	第三批交付
F3-03	34.1	27	10.133.82.253	2021.02.08退还
F3-03	34.2	28	10.133.82.254	第三批交付
F3-03	35.1	29	10.133.83.1	2021.02.08退还
F3-03	35.2	30	10.133.83.2	第三批交付
F3-03	36.1	31	10.133.83.3	第三批交付
F3-03	36.2	32	10.133.83.4	第三批交付
F3-03	37.1	33	10.133.83.5	第三批交付
F3-03	37.2	34	10.133.83.6	第三批交付
F3-03	38.1	35	10.133.83.7	第三批交付
F3-03	38.2	36	10.133.83.8	第三批交付
F3-03	39.1	37	10.133.83.9	第三批交付
F3-03	39.2	38	10.133.83.10	第三批交付
F3-03	40.1	39	10.133.83.11	第三批交付
F3-03	40.2	40	10.133.83.12	第三批交付
F3-04	41.1	1	10.133.83.13	第三批交付
F3-04	41.2	2	10.133.83.14	第三批交付
F3-04	42.1	3	10.133.83.15	第三批交付
F3-04	42.2	4	10.133.83.16	第三批交付
F3-04	43.1	5	10.133.83.17	第三批交付
F3-04	43.2	6	10.133.83.18	第三批交付
F3-04	44.1	7	10.133.83.19	第三批交付
F3-04	44.2	8	10.133.83.20	第三批交付
F3-04	45.1	9	10.133.83.21	第三批交付
F3-04	45.2	10	10.133.83.22	第三批交付
F3-04	46.1	11	10.133.83.23	第三批交付
F3-04	46.2	12	10.133.83.24	第三批交付
F3-04	47.1	13	10.133.83.25	第三批交付
F3-04	47.2	14	10.133.83.26	第三批交付
F3-04	48.1	15	10.133.83.27	第三批交付
F3-04	48.2	16	10.133.83.28	第三批交付
F3-04	49.1	17	10.133.83.29	第三批交付
F3-04	49.2	18	10.133.83.30	第三批交付
F3-04	50.1	19	10.133.83.31	第三批交付
F3-04	50.2	20	10.133.83.32	第三批交付
F3-04	51.1	21	10.133.83.33	2021.02.08退还
F3-04	51.2	22	10.133.83.34	第三批交付
F3-04	52.1	23	10.133.83.35	第三批交付
F3-04	52.2	24	10.133.83.36	第三批交付
F3-04	53.1	25	10.133.83.37	第三批交付
F3-04	53.2	26	10.133.83.38	第三批交付
F3-04	54.1	27	10.133.83.39	第三批交付
F3-04	54.2	28	10.133.83.40	第三批交付
F3-04	55.1	29	10.133.83.41	第三批交付
F3-04	55.2	30	10.133.83.42	第三批交付
F3-04	56.1	31	10.133.83.43	第三批交付
F3-04	56.2	32	10.133.83.44	第三批交付
F3-04	57.1	33	10.133.83.45	1
F3-04	57.2	34	10.133.83.46	未交付
F3-04	58.1	35	10.133.83.47	第三批交付
F3-04	58.2	36	10.133.83.48	第三批交付
F3-04	59.1	37	10.133.83.49	第三批交付
F3-04	59.2	38	10.133.83.50	第三批交付
F3-04	60.1	39	10.133.83.51	第三批交付
F3-04	60.2	40	10.133.83.52	第三批交付
F3-06	61.1	1	10.133.83.53	第三批交付
F3-06	61.2	2	10.133.83.54	2021.02.08退还
F3-06	62.1	3	10.133.83.55	第三批交付
F3-06	62.2	4	10.133.83.56	第三批交付
F3-06	63.1	5	10.133.83.57	第三批交付
F3-06	63.2	6	10.133.83.58	第三批交付
F3-06	64.1	7	10.133.83.59	第三批交付
F3-06	64.2	8	10.133.83.60	第三批交付
F3-06	65.1	9	10.133.83.61	第三批交付
F3-06	65.2	10	10.133.83.62	2021.02.08退还
F3-06	66.1	11	10.133.83.63	第三批交付
F3-06	66.2	12	10.133.83.64	第三批交付
F3-06	67.1	13	10.133.83.65	第三批交付
F3-06	67.2	14	10.133.83.66	第三批交付
F3-06	68.1	15	10.133.83.67	第三批交付
F3-06	68.2	16	10.133.83.68	2021.02.08退还
F3-06	69.1	17	10.133.83.69	第三批交付
F3-06	69.2	18	10.133.83.70	2021.02.08退还
F3-06	70.1	19	10.133.83.71	2021.02.08退还
F3-06	70.2	20	10.133.83.72	第三批交付
F3-06	71.1	21	10.133.83.73	第三批交付
F3-06	71.2	22	10.133.83.74	第三批交付
F3-06	72.1	23	10.133.83.75	第三批交付
F3-06	72.2	24	10.133.83.76	第三批交付
F3-06	73.1	25	10.133.83.77	第三批交付
F3-06	73.2	26	10.133.83.78	2021.02.08退还
F3-06	74.1	27	10.133.83.79	第三批交付
F3-06	74.2	28	10.133.83.80	2021.02.08退还
F3-06	75.1	29	10.133.83.81	第三批交付
F3-06	75.2	30	10.133.83.82	2021.02.08退还
F3-06	76.1	31	10.133.83.83	2021.02.08退还
F3-06	76.2	32	10.133.83.84	第三批交付
F3-06	77.1	33	10.133.83.85	2021.02.08退还
F3-06	77.2	34	10.133.83.86	第三批交付
F3-06	78.1	35	10.133.83.87	第三批交付
F3-06	78.2	36	10.133.83.88	第三批交付
F3-06	79.1	37	10.133.83.89	第三批交付
F3-06	79.2	38	10.133.83.90	第三批交付
F3-06	80.1	39	10.133.83.91	第三批交付
F3-06	80.2	40	10.133.83.92	第三批交付
F3-07	81.1	1	10.133.83.93	第三批交付
F3-07	81.2	2	10.133.83.94	第三批交付
F3-07	82.1	3	10.133.83.95	第三批交付
F3-07	82.2	4	10.133.83.96	第三批交付
F3-07	83.1	5	10.133.83.97	第三批交付
F3-07	83.2	6	10.133.83.98	第三批交付
F3-07	84.1	7	10.133.83.99	第三批交付
F3-07	84.2	8	10.133.83.100	第三批交付
F3-07	85.1	9	10.133.83.101	第三批交付
F3-07	85.2	10	10.133.83.102	第三批交付
F3-07	86.1	11	10.133.83.103	第三批交付
F3-07	86.2	12	10.133.83.104	第三批交付
F3-07	87.1	13	10.133.83.105	第三批交付
F3-07	87.2	14	10.133.83.106	第三批交付
F3-07	88.1	15	10.133.83.107	第三批交付
F3-07	88.2	16	10.133.83.108	第三批交付
F3-07	89.1	17	10.133.83.109	第三批交付
F3-07	89.2	18	10.133.83.110	2021.02.08退还
F3-07	90.1	19	10.133.83.111	2021.02.08退还
F3-07	90.2	20	10.133.83.112	第三批交付
F3-07	91.1	21	10.133.83.113	2021.02.08退还
F3-07	91.2	22	10.133.83.114	第三批交付
F3-07	92.1	23	10.133.83.115	第三批交付
F3-07	92.2	24	10.133.83.116	第三批交付
F3-07	93.1	25	10.133.83.117	第三批交付
F3-07	93.2	26	10.133.83.118	第三批交付
F3-07	94.1	27	10.133.83.119	第三批交付
F3-07	94.2	28	10.133.83.120	第三批交付
F3-07	95.1	29	10.133.83.121	第三批交付
F3-07	95.2	30	10.133.83.122	第三批交付
F3-07	96.1	31	10.133.83.123	第三批交付
F3-07	96.2	32	10.133.83.124	2021.02.08退还
F3-07	97.1	33	10.133.83.125	第三批交付
F3-07	97.2	34	10.133.83.126	第三批交付
F3-07	98.1	35	10.133.83.127	第三批交付
F3-07	98.2	36	10.133.83.128	2021.02.08退还
F3-07	99.1	37	10.133.83.129	未交付
F3-07	99.2	38	10.133.83.130	1
F3-07	100.1	39	10.133.83.131	2021.02.08退还
F3-07	100.2	40	10.133.83.132	第三批交付
F3-08	101.1	1	10.133.83.133	第三批交付
F3-08	101.2	2	10.133.83.134	第三批交付
F3-08	102.1	3	10.133.83.135	第三批交付
F3-08	102.2	4	10.133.83.136	第三批交付
F3-08	103.1	5	10.133.83.137	第三批交付
F3-08	103.2	6	10.133.83.138	第三批交付
F3-08	104.1	7	10.133.83.139	第三批交付
F3-08	104.2	8	10.133.83.140	第三批交付
F3-08	105.1	9	10.133.83.141	第三批交付
F3-08	105.2	10	10.133.83.142	第三批交付
F3-08	106.1	11	10.133.83.143	第三批交付
F3-08	106.2	12	10.133.83.144	第三批交付
F3-08	107.1	13	10.133.83.145	第三批交付
F3-08	107.2	14	10.133.83.146	第三批交付
F3-08	108.1	15	10.133.83.147	第三批交付
F3-08	108.2	16	10.133.83.148	第三批交付
F3-08	109.1	17	10.133.83.149	第三批交付
F3-08	109.2	18	10.133.83.150	第三批交付
F3-08	110.1	19	10.133.83.151	第三批交付
F3-08	110.2	20	10.133.83.152	第三批交付
F3-08	111.1	21	10.133.83.153	第三批交付
F3-08	111.2	22	10.133.83.154	第三批交付
F3-08	112.1	23	10.133.83.155	第三批交付
F3-08	112.2	24	10.133.83.156	2021.02.08退还
F3-08	113.1	25	10.133.83.157	第三批交付
F3-08	113.2	26	10.133.83.158	第三批交付
F3-08	114.1	27	10.133.83.159	第三批交付
F3-08	114.2	28	10.133.83.160	第三批交付
F3-08	115.1	29	10.133.83.161	第三批交付
F3-08	115.2	30	10.133.83.162	第三批交付
F3-08	116.1	31	10.133.83.163	未交付
F3-08	116.2	32	10.133.83.164	1
F3-08	117.1	33	10.133.83.165	第三批交付
F3-08	117.2	34	10.133.83.166	第三批交付
F3-08	118.1	35	10.133.83.167	第三批交付
F3-08	118.2	36	10.133.83.168	第三批交付
F3-08	119.1	37	10.133.83.169	第三批交付
F3-08	119.2	38	10.133.83.170	第三批交付
F3-08	120.1	39	10.133.83.171	第三批交付
F3-08	120.2	40	10.133.83.172	第三批交付
F3-10	121.1	1	10.133.83.173	2021.02.08退还
F3-10	121.2	2	10.133.83.174	第三批交付
F3-10	122.1	3	10.133.83.175	2021.02.08退还
F3-10	122.2	4	10.133.83.176	第三批交付
F3-10	123.1	5	10.133.83.177	第三批交付
F3-10	123.2	6	10.133.83.178	2021.02.08退还
F3-10	124.1	7	10.133.83.179	2021.02.08退还
F3-10	124.2	8	10.133.83.180	第三批交付
F3-10	125.1	9	10.133.83.181	第三批交付
F3-10	125.2	10	10.133.83.182	第三批交付
F3-10	126.1	11	10.133.83.183	第三批交付
F3-10	126.2	12	10.133.83.184	第三批交付
F3-10	127.1	13	10.133.83.185	2021.02.08退还
F3-10	127.2	14	10.133.83.186	第三批交付
F3-10	128.1	15	10.133.83.187	第三批交付
F3-10	128.2	16	10.133.83.188	2021.02.08退还
F3-10	129.1	17	10.133.83.189	第三批交付
F3-10	129.2	18	10.133.83.190	2021.02.08退还
F3-10	130.1	19	10.133.83.191	第三批交付
F3-10	130.2	20	10.133.83.192	第三批交付
F3-10	131.1	21	10.133.83.193	第三批交付
F3-10	131.2	22	10.133.83.194	2021.02.08退还
F3-10	132.1	23	10.133.83.195	2021.02.08退还
F3-10	132.2	24	10.133.83.196	第三批交付
F3-10	133.1	25	10.133.83.197	1
F3-10	133.2	26	10.133.83.198	未交付
F3-10	134.1	27	10.133.83.199	第三批交付
F3-10	134.2	28	10.133.83.200	第三批交付
F3-10	135.1	29	10.133.83.201	第三批交付
F3-10	135.2	30	10.133.83.202	第三批交付
F3-10	136.1	31	10.133.83.203	第三批交付
F3-10	136.2	32	10.133.83.204	第三批交付
F3-10	137.1	33	10.133.83.205	第三批交付
F3-10	137.2	34	10.133.83.206	第三批交付
F3-10	138.1	35	10.133.83.207	第三批交付
F3-10	138.2	36	10.133.83.208	第三批交付
F3-10	139.1	37	10.133.83.209	2021.02.08退还
F3-10	139.2	38	10.133.83.210	第三批交付
F3-10	140.1	39	10.133.83.211	第三批交付
F3-10	140.2	40	10.133.83.212	第三批交付
F3-11	141.1	1	10.133.83.213	2021.02.08退还
F3-11	141.2	2	10.133.83.214	第三批交付
F3-11	142.1	3	10.133.83.215	2021.02.08退还
F3-11	142.2	4	10.133.83.216	第三批交付
F3-11	143.1	5	10.133.83.217	第三批交付
F3-11	143.2	6	10.133.83.218	第三批交付
F3-11	144.1	7	10.133.83.219	第三批交付
F3-11	144.2	8	10.133.83.220	2021.02.08退还
F3-11	145.1	9	10.133.83.221	第三批交付
F3-11	145.2	10	10.133.83.222	2021.02.08退还
F3-11	146.1	11	10.133.83.223	第三批交付
F3-11	146.2	12	10.133.83.224	第三批交付
F3-11	147.1	13	10.133.83.225	第三批交付
F3-11	147.2	14	10.133.83.226	2021.02.08退还
F3-11	148.1	15	10.133.83.227	第三批交付
F3-11	148.2	16	10.133.83.228	第三批交付
F3-11	149.1	17	10.133.83.229	第三批交付
F3-11	149.2	18	10.133.83.230	2021.02.08退还
F3-11	150.1	19	10.133.83.231	第三批交付
F3-11	150.2	20	10.133.83.232	第三批交付
F3-11	151.1	21	10.133.83.233	第三批交付
F3-11	151.2	22	10.133.83.234	2021.02.08退还
F3-11	152.1	23	10.133.83.235	2021.02.08退还
F3-11	152.2	24	10.133.83.236	第三批交付
F3-11	153.1	25	10.133.83.237	第三批交付
F3-11	153.2	26	10.133.83.238	第三批交付
F3-11	154.1	27	10.133.83.239	第三批交付
F3-11	154.2	28	10.133.83.240	第三批交付
F3-11	155.1	29	10.133.83.241	2021.02.08退还
F3-11	155.2	30	10.133.83.242	第三批交付
F3-11	156.1	31	10.133.83.243	第三批交付
F3-11	156.2	32	10.133.83.244	第三批交付
F3-11	157.1	33	10.133.83.245	第三批交付
F3-11	157.2	34	10.133.83.246	第三批交付
F3-11	158.1	35	10.133.83.247	第三批交付
F3-11	158.2	36	10.133.83.248	第三批交付
F3-11	159.1	37	10.133.83.249	2021.02.08退还
F3-11	159.2	38	10.133.83.250	第三批交付
F3-11	160.1	39	10.133.83.251	第三批交付
F3-11	160.2	40	10.133.83.252	2021.02.08退还
G3-01柜	12.1	GigabitEthernet1/0/23	10.133.83.253	2021/4/14交付
G3-01柜	12.2	GigabitEthernet1/0/24	10.133.83.254	2021/4/14交付
G3-01柜	13.1	GigabitEthernet1/0/25	10.133.84.1	2021/4/14交付
G3-01柜	13.2	GigabitEthernet1/0/26	10.133.84.2	2021/4/14交付
G3-01柜	14.1	GigabitEthernet1/0/27	10.133.84.3	2021/4/14交付
G3-01柜	14.2	GigabitEthernet1/0/28	10.133.84.4	2021/4/14交付
G3-01柜	15.1	GigabitEthernet1/0/29	10.133.84.5	2021/4/14交付
G3-01柜	15.2	GigabitEthernet1/0/30	10.133.84.6	2021/4/14交付
G3-01柜	16.1	GigabitEthernet1/0/31	10.133.84.7	2021/4/14交付
G3-01柜	16.2	GigabitEthernet1/0/32	10.133.84.8	2021/4/14交付
G3-01柜	17.1	GigabitEthernet1/0/33	10.133.84.9	2021/4/14交付
G3-01柜	17.2	GigabitEthernet1/0/34	10.133.84.10	2021/4/14交付
G3-01柜	18.1	GigabitEthernet1/0/35	10.133.84.11	2021/4/14交付
G3-01柜	18.2	GigabitEthernet1/0/36	10.133.84.12	2021/4/14交付
G3-01柜	19.1	GigabitEthernet1/0/37	10.133.84.13	2021/4/14交付
G3-01柜	19.2	GigabitEthernet1/0/38	10.133.84.14	2021/4/14交付
